"Date","Price","Open","High","Low","Vol.","Change %"
"01/13/2015","3,928.70","3,957.75","3,957.75","3,928.69","147.66K","-0.73%"
"01/12/2015","3,957.75","3,950.49","3,957.75","3,950.49","3.03K","0.18%"
"01/09/2015","3,950.49","3,953.91","3,954.06","3,947.51","48.13K","-0.09%"
"01/08/2015","3,953.91","3,944.39","3,953.91","3,944.39","12.92K","0.24%"
"01/07/2015","3,944.39","3,980.76","3,981.52","3,944.39","3.08K","-0.91%"
"01/06/2015","3,980.76","3,936.38","3,980.76","3,936.38","6.89K","1.13%"
"01/02/2015","3,936.38","3,858.74","3,936.38","3,858.74","1.35K","2.01%"
"12/30/2014","3,858.74","3,786.01","3,858.74","3,784.82","38.76K","1.92%"
"12/29/2014","3,786.01","3,794.02","3,794.02","3,786.01","23.39K","-0.21%"
"12/26/2014","3,794.02","3,801.01","3,826.07","3,789.71","7.93K","-0.18%"
"12/23/2014","3,801.01","3,802.80","3,802.80","3,801.01","5.78K","-0.05%"
"12/22/2014","3,802.80","3,802.80","3,802.80","3,802.80","0.28K","0.00%"
"12/19/2014","3,802.80","3,941.39","3,941.39","3,801.01","0.71K","-3.52%"
"12/18/2014","3,941.39","3,940.78","3,941.39","3,940.78","1.01K","0.02%"
"12/17/2014","3,940.78","3,819.31","3,940.78","3,819.31","14.45K","3.02%"
"12/16/2014","3,825.26","3,752.53","3,825.26","3,752.53","0.54K","1.94%"
"12/15/2014","3,752.53","3,863.00","3,868.05","3,752.53","18.13K","-2.86%"
"12/12/2014","3,863.00","3,853.79","3,863.02","3,853.79","48.77K","0.24%"
"12/11/2014","3,853.79","3,552.83","3,998.03","3,552.83","126.14K","8.47%"
"12/10/2014","3,552.83","3,196.63","3,553.14","3,196.63","16.75K","11.14%"
"12/09/2014","3,196.63","3,064.61","3,202.58","3,064.61","62.81K","4.31%"
"12/05/2014","3,064.61","2,972.68","3,064.61","2,972.68","6.66K","3.09%"
"12/04/2014","2,972.68","2,955.08","2,972.68","2,954.49","5.11K","0.60%"
"12/03/2014","2,955.08","2,960.44","2,960.44","2,955.08","19.08K","-0.18%"
"12/02/2014","2,960.44","2,992.20","2,992.20","2,960.44","52.32K","-0.93%"
"12/01/2014","2,988.20","2,991.17","3,014.93","2,988.20","3.37K","-0.10%"
"11/28/2014","2,991.17","3,000.67","3,001.33","2,991.17","11.81K","-0.32%"
"11/27/2014","3,000.67","3,002.56","3,002.56","2,971.97","7.31K","-0.06%"
"11/26/2014","3,002.56","2,969.12","3,002.56","2,969.12","23.73K","1.13%"
"11/25/2014","2,969.12","2,918.96","2,975.07","2,918.96","22.64K","1.72%"
"11/24/2014","2,918.96","2,916.72","2,925.94","2,916.72","7.64K","0.08%"
"11/21/2014","2,916.72","2,896.80","2,916.72","2,893.23","239.91K","0.69%"
"11/20/2014","2,896.80","2,844.47","2,907.95","2,843.31","38.34K","1.84%"
"11/19/2014","2,844.47","2,865.85","2,865.85","2,839.87","34.35K","-0.75%"
"11/18/2014","2,865.85","2,909.49","2,915.31","2,865.85","21.33K","-1.48%"
"11/17/2014","2,908.96","2,910.61","2,921.34","2,908.96","1.45K","-0.06%"
"11/14/2014","2,910.61","2,851.31","2,910.61","2,851.31","6.13K","2.08%"
"11/13/2014","2,851.31","2,860.10","2,860.10","2,844.04","53.53K","-0.31%"
"11/12/2014","2,860.10","2,864.50","2,864.50","2,860.10","3.02K","-0.15%"
"11/11/2014","2,864.50","2,978.22","2,978.22","2,864.50","40.51K","-3.82%"
"11/10/2014","2,978.22","2,984.00","2,984.00","2,973.82","27.34K","-0.19%"
"11/07/2014","2,984.00","2,972.27","2,984.05","2,971.39","31.55K","0.39%"
"11/06/2014","2,972.27","2,955.51","2,972.27","2,955.51","27.78K","0.57%"
"11/05/2014","2,955.51","2,957.01","2,957.01","2,955.51","718.40K","-0.05%"
"11/04/2014","2,957.01","2,957.61","2,957.61","2,954.63","7.19K","-0.02%"
"11/03/2014","2,957.61","2,923.14","2,957.61","2,923.14","31.90K","1.18%"
"10/31/2014","2,923.14","2,918.50","2,923.14","2,918.50","7.29K","0.16%"
"10/30/2014","2,918.50","2,838.18","2,918.50","2,838.18","19.62K","2.83%"
"10/29/2014","2,838.18","2,842.34","2,842.34","2,838.18","39.80K","-0.15%"
"10/28/2014","2,842.34","2,833.86","2,842.73","2,833.86","34.30K","0.30%"
"10/27/2014","2,833.86","3,043.90","3,043.90","2,825.50","12.50K","-6.90%"
"10/24/2014","3,043.90","3,058.07","3,058.07","3,043.30","66.15K","-0.46%"
"10/23/2014","3,058.07","3,076.26","3,076.26","3,058.07","22.58K","-0.59%"
"10/22/2014","3,076.26","3,060.82","3,076.26","3,059.70","48.05K","0.50%"
"10/21/2014","3,060.82","3,045.07","3,060.82","3,033.17","77.02K","0.52%"
"10/20/2014","3,045.07","3,056.66","3,097.64","3,044.66","31.30K","-0.38%"
"10/17/2014","3,056.66","3,057.81","3,057.97","3,056.36","8.75K","-0.04%"
"10/16/2014","3,057.81","2,890.93","3,057.81","2,890.93","0.04K","5.77%"
"10/15/2014","2,890.93","2,890.93","3,029.97","2,890.93","31.06K","0.00%"
"10/14/2014","2,890.93","2,889.47","2,897.47","2,889.47","5.08K","0.05%"
"10/13/2014","2,889.47","2,824.30","2,893.33","2,819.90","0.65K","2.31%"
"10/10/2014","2,824.30","2,830.63","2,830.63","2,824.30","22.43K","-0.22%"
"10/09/2014","2,830.63","2,808.13","2,830.63","2,808.13","1.92K","0.80%"
"10/08/2014","2,808.13","2,821.63","2,822.64","2,807.12","47.70K","-0.48%"
"10/07/2014","2,821.63","2,840.04","2,842.53","2,820.77","3.20K","-0.65%"
"10/06/2014","2,840.04","2,854.55","2,854.55","2,840.04","0.18K","-0.51%"
"10/03/2014","2,854.55","2,876.30","2,877.31","2,854.55","10.38K","-0.76%"
"10/02/2014","2,876.30","2,907.54","2,910.73","2,876.30","1.85K","-1.07%"
"10/01/2014","2,907.54","2,908.99","2,908.99","2,907.54","12.41K","-0.05%"
"09/30/2014","2,908.99","2,905.90","2,914.92","2,905.31","55.92K","0.11%"
"09/29/2014","2,905.90","2,952.73","2,954.03","2,905.90","17.29K","-1.59%"
"09/26/2014","2,952.73","2,912.46","2,952.73","2,912.46","12.97K","1.38%"
"09/25/2014","2,912.46","2,950.95","2,952.93","2,912.46","29.53K","-1.30%"
"09/24/2014","2,950.95","2,837.00","2,950.95","2,837.00","10.18K","4.55%"
"09/23/2014","2,822.50","2,781.51","2,822.50","2,781.51","8.44K","1.47%"
"09/22/2014","2,781.51","2,778.63","2,854.02","2,778.63","0.07K","0.10%"
"09/19/2014","2,778.63","2,777.24","2,785.04","2,777.03","8.11K","0.05%"
"09/18/2014","2,777.24","2,766.85","2,777.24","2,766.85","52.79K","0.38%"
"09/17/2014","2,766.85","2,828.98","2,828.98","2,756.47","56.13K","-2.20%"
"09/16/2014","2,828.98","2,854.83","2,854.83","2,817.68","59.21K","-0.91%"
"09/15/2014","2,854.83","2,705.55","2,854.83","2,705.55","23.32K","5.52%"
"09/12/2014","2,705.55","2,715.93","2,715.93","2,701.09","11.91K","-0.38%"
"09/11/2014","2,715.93","2,688.57","2,715.93","2,688.57","8.23K","1.02%"
